rs,minx,miny,maxx,maxy,bbox_wkt
05116,6.2,51,6.6,51.3,"POLYGON((6.2 51,6.2 51.3,6.6 51.3,6.6 51,6.2 51))"
05117,6.7,51.3,7.1,51.6,"POLYGON((6.7 51.3,6.7 51.6,7.1 51.6,7.1 51.3,6.7 51.3))"
05119,6.7,51.3,7,51.7,"POLYGON((6.7 51.3,6.7 51.7,7 51.7,7 51.3,6.7 51.3))"
05120,7,51,7.4,51.3,"POLYGON((7 51,7 51.3,7.4 51.3,7.4 51,7 51))"
05122,6.9,51,7.3,51.3,"POLYGON((6.9 51,6.9 51.3,7.3 51.3,7.3 51,6.9 51))"
05124,6.9,51.1,7.4,51.4,"POLYGON((6.9 51.1,6.9 51.4,7.4 51.4,7.4 51.1,6.9 51.1))"
05154,5.8,51.3,6.6,52,"POLYGON((5.8 51.3,5.8 52,6.6 52,6.6 51.3,5.8 51.3))"
05158,6.7,51,7.3,51.5,"POLYGON((6.7 51,6.7 51.5,7.3 51.5,7.3 51,6.7 51))"
05162,6.3,50.9,7,51.4,"POLYGON((6.3 50.9,6.3 51.4,7 51.4,7 50.9,6.3 50.9))"
05166,6,51.1,6.7,51.5,"POLYGON((6 51.1,6 51.5,6.7 51.5,6.7 51.1,6 51.1))"
05170,6.2,51.3,7,51.9,"POLYGON((6.2 51.3,6.2 51.9,7 51.9,7 51.3,6.2 51.3))"
05314,6.9,50.5,7.3,50.9,"POLYGON((6.9 50.5,6.9 50.9,7.3 50.9,7.3 50.5,6.9 50.5))"
05315,6.7,50.7,7.3,51.2,"POLYGON((6.7 50.7,6.7 51.2,7.3 51.2,7.3 50.7,6.7 50.7))"
05316,6.8,50.9,7.2,51.2,"POLYGON((6.8 50.9,6.8 51.2,7.2 51.2,7.2 50.9,6.8 50.9))"
05334,5.9,50.4,6.5,51.1,"POLYGON((5.9 50.4,5.9 51.1,6.5 51.1,6.5 50.4,5.9 50.4))"
05358,6.1,50.5,6.8,51.1,"POLYGON((6.1 50.5,6.1 51.1,6.8 51.1,6.8 50.5,6.1 50.5))"
05362,6.4,50.6,7.1,51.2,"POLYGON((6.4 50.6,6.4 51.2,7.1 51.2,7.1 50.6,6.4 50.6))"
05366,6.2,50.2,7,50.9,"POLYGON((6.2 50.2,6.2 50.9,7 50.9,7 50.2,6.2 50.2))"
05370,5.8,50.8,6.6,51.3,"POLYGON((5.8 50.8,5.8 51.3,6.6 51.3,6.6 50.8,5.8 50.8))"
05374,7.2,50.7,7.9,51.4,"POLYGON((7.2 50.7,7.2 51.4,7.9 51.4,7.9 50.7,7.2 50.7))"
05378,6.9,50.8,7.5,51.3,"POLYGON((6.9 50.8,6.9 51.3,7.5 51.3,7.5 50.8,6.9 50.8))"
05382,6.8,50.5,7.8,51,"POLYGON((6.8 50.5,6.8 51,7.8 51,7.8 50.5,6.8 50.5))"
05512,6.7,51.4,7.1,51.7,"POLYGON((6.7 51.4,6.7 51.7,7.1 51.7,7.1 51.4,6.7 51.4))"
05513,6.9,51.4,7.2,51.7,"POLYGON((6.9 51.4,6.9 51.7,7.2 51.7,7.2 51.4,6.9 51.4))"
05515,7.4,51.7,7.9,52.2,"POLYGON((7.4 51.7,7.4 52.2,7.9 52.2,7.9 51.7,7.4 51.7))"
05554,6.3,51.6,7.4,52.3,"POLYGON((6.3 51.6,6.3 52.3,7.4 52.3,7.4 51.6,6.3 51.6))"
05558,7,51.6,7.8,52.2,"POLYGON((7 51.6,7 52.2,7.8 52.2,7.8 51.6,7 51.6))"
05562,6.8,51.4,7.6,51.9,"POLYGON((6.8 51.4,6.8 51.9,7.6 51.9,7.6 51.4,6.8 51.4))"
05566,7,51.9,8.1,52.6,"POLYGON((7 51.9,7 52.6,8.1 52.6,8.1 51.9,7 51.9))"
05570,7.5,51.6,8.4,52.2,"POLYGON((7.5 51.6,7.5 52.2,8.4 52.2,8.4 51.6,7.5 51.6))"
05711,8.3,51.8,8.8,52.2,"POLYGON((8.3 51.8,8.3 52.2,8.8 52.2,8.8 51.8,8.3 51.8))"
05754,8,51.6,8.8,52.2,"POLYGON((8 51.6,8 52.2,8.8 52.2,8.8 51.6,8 51.6))"
05758,8.3,52,9,52.4,"POLYGON((8.3 52,8.3 52.4,9 52.4,9 52,8.3 52))"
05762,8.8,51.3,9.6,52,"POLYGON((8.8 51.3,8.8 52,9.6 52,9.6 51.3,8.8 51.3))"
05766,8.5,51.7,9.4,52.3,"POLYGON((8.5 51.7,8.5 52.3,9.4 52.3,9.4 51.7,8.5 51.7))"
05770,8.2,52.1,9.2,52.6,"POLYGON((8.2 52.1,8.2 52.6,9.2 52.6,9.2 52.1,8.2 52.1))"
05774,8.3,51.3,9.1,52,"POLYGON((8.3 51.3,8.3 52,9.1 52,9.1 51.3,8.3 51.3))"
05911,7,51.3,7.4,51.6,"POLYGON((7 51.3,7 51.6,7.4 51.6,7.4 51.3,7 51.3))"
05913,7.2,51.3,7.7,51.7,"POLYGON((7.2 51.3,7.2 51.7,7.7 51.7,7.7 51.3,7.2 51.3))"
05914,7.3,51.2,7.7,51.5,"POLYGON((7.3 51.2,7.3 51.5,7.7 51.5,7.7 51.2,7.3 51.2))"
05915,7.6,51.5,8.1,51.8,"POLYGON((7.6 51.5,7.6 51.8,8.1 51.8,8.1 51.5,7.6 51.5))"
05916,7,51.4,7.4,51.7,"POLYGON((7 51.4,7 51.7,7.4 51.7,7.4 51.4,7 51.4))"
05954,7,51.1,7.6,51.6,"POLYGON((7 51.1,7 51.6,7.6 51.6,7.6 51.1,7 51.1))"
05958,7.8,51,9.1,51.6,"POLYGON((7.8 51,7.8 51.6,9.1 51.6,9.1 51,7.8 51))"
05962,7.3,51,8.1,51.6,"POLYGON((7.3 51,7.3 51.6,8.1 51.6,8.1 51,7.3 51))"
05966,7.6,50.8,8.3,51.3,"POLYGON((7.6 50.8,7.6 51.3,8.3 51.3,8.3 50.8,7.6 50.8))"
05970,7.7,50.6,8.6,51.2,"POLYGON((7.7 50.6,7.7 51.2,8.6 51.2,8.6 50.6,7.7 50.6))"
05974,7.7,51.3,8.7,51.8,"POLYGON((7.7 51.3,7.7 51.8,8.7 51.8,8.7 51.3,7.7 51.3))"
05978,7.3,51.3,7.9,51.8,"POLYGON((7.3 51.3,7.3 51.8,7.9 51.8,7.9 51.3,7.3 51.3))"
06411,8.5,49.7,8.8,50.1,"POLYGON((8.5 49.7,8.5 50.1,8.8 50.1,8.8 49.7,8.5 49.7))"
06412,8.4,49.9,8.9,50.3,"POLYGON((8.4 49.9,8.4 50.3,8.9 50.3,8.9 49.9,8.4 49.9))"
06413,8.6,49.9,8.9,50.2,"POLYGON((8.6 49.9,8.6 50.2,8.9 50.2,8.9 49.9,8.6 49.9))"
06414,8,49.9,8.5,50.3,"POLYGON((8 49.9,8 50.3,8.5 50.3,8.5 49.9,8 49.9))"
06431,8.3,49.3,9.1,49.9,"POLYGON((8.3 49.3,8.3 49.9,9.1 49.9,9.1 49.3,8.3 49.3))"
06432,8.4,49.6,9.2,50.1,"POLYGON((8.4 49.6,8.4 50.1,9.2 50.1,9.2 49.6,8.4 49.6))"
06433,8.2,49.6,8.7,50.2,"POLYGON((8.2 49.6,8.2 50.2,8.7 50.2,8.7 49.6,8.2 49.6))"
06434,8.2,50.1,8.8,50.5,"POLYGON((8.2 50.1,8.2 50.5,8.8 50.5,8.8 50.1,8.2 50.1))"
06435,8.7,50,9.8,50.6,"POLYGON((8.7 50,8.7 50.6,9.8 50.6,9.8 50,8.7 50))"
06436,8.2,49.9,8.7,50.3,"POLYGON((8.2 49.9,8.2 50.3,8.7 50.3,8.7 49.9,8.2 49.9))"
06437,8.7,49.4,9.3,50,"POLYGON((8.7 49.4,8.7 50,9.3 50,9.3 49.4,8.7 49.4))"
06438,8.5,49.8,9.1,50.2,"POLYGON((8.5 49.8,8.5 50.2,9.1 50.2,9.1 49.8,8.5 49.8))"
06439,7.7,49.9,8.5,50.4,"POLYGON((7.7 49.9,7.7 50.4,8.5 50.4,8.5 49.9,7.7 49.9))"
06440,8.4,50.1,9.4,50.6,"POLYGON((8.4 50.1,8.4 50.6,9.4 50.6,9.4 50.1,8.4 50.1))"
06531,8.4,50.3,9.2,50.8,"POLYGON((8.4 50.3,8.4 50.8,9.2 50.8,9.2 50.3,8.4 50.3))"
06532,8,50.3,8.8,51,"POLYGON((8 50.3,8 51,8.8 51,8.8 50.3,8 50.3))"
06533,7.9,50.2,8.6,50.7,"POLYGON((7.9 50.2,7.9 50.7,8.6 50.7,8.6 50.2,7.9 50.2))"
06534,8.3,50.6,9.3,51.1,"POLYGON((8.3 50.6,8.3 51.1,9.3 51.1,9.3 50.6,8.3 50.6))"
06535,8.8,50.3,9.8,50.9,"POLYGON((8.8 50.3,8.8 50.9,9.8 50.9,9.8 50.3,8.8 50.3))"
06611,9.3,51.2,9.7,51.5,"POLYGON((9.3 51.2,9.3 51.5,9.7 51.5,9.7 51.2,9.3 51.2))"
06631,9.3,50.3,10.2,50.9,"POLYGON((9.3 50.3,9.3 50.9,10.2 50.9,10.2 50.3,9.3 50.3))"
06632,9.3,50.6,10.2,51.2,"POLYGON((9.3 50.6,9.3 51.2,10.2 51.2,10.2 50.6,9.3 50.6))"
06633,9,51.1,9.9,51.8,"POLYGON((9 51.1,9 51.8,9.9 51.8,9.9 51.1,9 51.1))"
06634,8.9,50.7,9.9,51.4,"POLYGON((8.9 50.7,8.9 51.4,9.9 51.4,9.9 50.7,8.9 50.7))"
06635,8.4,50.8,9.3,51.6,"POLYGON((8.4 50.8,8.4 51.6,9.3 51.6,9.3 50.8,8.4 50.8))"
06636,9.5,50.9,10.3,51.5,"POLYGON((9.5 50.9,9.5 51.5,10.3 51.5,10.3 50.9,9.5 50.9))"
07111,7.4,50.2,7.8,50.5,"POLYGON((7.4 50.2,7.4 50.5,7.8 50.5,7.8 50.2,7.4 50.2))"
07131,6.6,50.2,7.4,50.7,"POLYGON((6.6 50.2,6.6 50.7,7.4 50.7,7.4 50.2,6.6 50.2))"
07132,7.3,50.5,8.1,51,"POLYGON((7.3 50.5,7.3 51,8.1 51,8.1 50.5,7.3 50.5))"
07133,7.3,49.5,8.1,50.1,"POLYGON((7.3 49.5,7.3 50.1,8.1 50.1,8.1 49.5,7.3 49.5))"
07134,6.9,49.4,7.6,50,"POLYGON((6.9 49.4,6.9 50,7.6 50,7.6 49.4,6.9 49.4))"
07135,6.9,49.9,7.5,50.4,"POLYGON((6.9 49.9,6.9 50.4,7.5 50.4,7.5 49.9,6.9 49.9))"
07137,6.9,50.1,7.8,50.6,"POLYGON((6.9 50.1,6.9 50.6,7.8 50.6,7.8 50.1,6.9 50.1))"
07138,7.1,50.3,7.8,50.8,"POLYGON((7.1 50.3,7.1 50.8,7.8 50.8,7.8 50.3,7.1 50.3))"
07140,7.1,49.7,7.9,50.4,"POLYGON((7.1 49.7,7.1 50.4,7.9 50.4,7.9 49.7,7.1 49.7))"
07141,7.5,50,8.2,50.5,"POLYGON((7.5 50,7.5 50.5,8.2 50.5,8.2 50,7.5 50))"
07143,7.5,50.2,8.3,50.8,"POLYGON((7.5 50.2,7.5 50.8,8.3 50.8,8.3 50.2,7.5 50.2))"
07211,6.5,49.6,6.8,50,"POLYGON((6.5 49.6,6.5 50,6.8 50,6.8 49.6,6.5 49.6))"
07231,6.6,49.6,7.4,50.2,"POLYGON((6.6 49.6,6.6 50.2,7.4 50.2,7.4 49.6,6.6 49.6))"
07232,6,49.7,6.8,50.4,"POLYGON((6 49.7,6 50.4,6.8 50.4,6.8 49.7,6 49.7))"
07233,6.3,50,7.2,50.5,"POLYGON((6.3 50,6.3 50.5,7.2 50.5,7.2 50,6.3 50))"
07235,6.3,49.4,7.2,50,"POLYGON((6.3 49.4,6.3 50,7.2 50,7.2 49.4,6.3 49.4))"
07311,8.2,49.4,8.5,49.7,"POLYGON((8.2 49.4,8.2 49.7,8.5 49.7,8.5 49.4,8.2 49.4))"
07312,7.5,49.3,8,49.6,"POLYGON((7.5 49.3,7.5 49.6,8 49.6,8 49.3,7.5 49.3))"
07313,7.8,49.1,8.3,49.4,"POLYGON((7.8 49.1,7.8 49.4,8.3 49.4,8.3 49.1,7.8 49.1))"
07314,8.2,49.3,8.6,49.7,"POLYGON((8.2 49.3,8.2 49.7,8.6 49.7,8.6 49.3,8.2 49.3))"
07315,8,49.8,8.4,50.1,"POLYGON((8 49.8,8 50.1,8.4 50.1,8.4 49.8,8 49.8))"
07316,7.9,49.2,8.4,49.5,"POLYGON((7.9 49.2,7.9 49.5,8.4 49.5,8.4 49.2,7.9 49.2))"
07317,7.4,49,7.8,49.3,"POLYGON((7.4 49,7.4 49.3,7.8 49.3,7.8 49,7.4 49))"
07318,8.3,49.2,8.6,49.5,"POLYGON((8.3 49.2,8.3 49.5,8.6 49.5,8.6 49.2,8.3 49.2))"
07319,8.1,49.5,8.5,49.8,"POLYGON((8.1 49.5,8.1 49.8,8.5 49.8,8.5 49.5,8.1 49.5))"
07320,7.2,49.1,7.5,49.4,"POLYGON((7.2 49.1,7.2 49.4,7.5 49.4,7.5 49.1,7.2 49.1))"
07331,7.8,49.5,8.6,50,"POLYGON((7.8 49.5,7.8 50,8.6 50,8.6 49.5,7.8 49.5))"
07332,7.7,49.2,8.4,49.7,"POLYGON((7.7 49.2,7.7 49.7,8.4 49.7,8.4 49.2,7.7 49.2))"
07333,7.6,49.4,8.3,49.9,"POLYGON((7.6 49.4,7.6 49.9,8.3 49.9,8.3 49.4,7.6 49.4))"
07334,8,48.9,8.5,49.4,"POLYGON((8 48.9,8 49.4,8.5 49.4,8.5 48.9,8 48.9))"
07335,7.3,49.2,8.1,49.7,"POLYGON((7.3 49.2,7.3 49.7,8.1 49.7,8.1 49.2,7.3 49.2))"
07336,7.1,49.3,7.8,49.8,"POLYGON((7.1 49.3,7.1 49.8,7.8 49.8,7.8 49.3,7.1 49.3))"
07337,7.7,48.9,8.4,49.4,"POLYGON((7.7 48.9,7.7 49.4,8.4 49.4,8.4 48.9,7.7 48.9))"
07338,8.1,49.1,8.6,49.7,"POLYGON((8.1 49.1,8.1 49.7,8.6 49.7,8.6 49.1,8.1 49.1))"
07339,7.6,49.6,8.5,50.2,"POLYGON((7.6 49.6,7.6 50.2,8.5 50.2,8.5 49.6,7.6 49.6))"
07340,7.2,48.9,8,49.5,"POLYGON((7.2 48.9,7.2 49.5,8 49.5,8 48.9,7.2 48.9))"
08111,8.9,48.6,9.4,49,"POLYGON((8.9 48.6,8.9 49,9.4 49,9.4 48.6,8.9 48.6))"
08115,8.6,48.4,9.3,49,"POLYGON((8.6 48.4,8.6 49,9.3 49,9.3 48.4,8.6 48.4))"
08116,9,48.4,9.7,48.9,"POLYGON((9 48.4,9 48.9,9.7 48.9,9.7 48.4,9 48.4))"
08117,9.4,48.4,10.1,48.9,"POLYGON((9.4 48.4,9.4 48.9,10.1 48.9,10.1 48.4,9.4 48.4))"
08118,8.8,48.7,9.5,49.2,"POLYGON((8.8 48.7,8.8 49.2,9.5 49.2,9.5 48.7,8.8 48.7))"
08119,9.1,48.6,9.9,49.2,"POLYGON((9.1 48.6,9.1 49.2,9.9 49.2,9.9 48.6,9.1 48.6))"
08121,8.9,49,9.4,49.3,"POLYGON((8.9 49,8.9 49.3,9.4 49.3,9.4 49,8.9 49))"
08125,8.7,48.9,9.6,49.5,"POLYGON((8.7 48.9,8.7 49.5,9.6 49.5,9.6 48.9,8.7 48.9))"
08126,9.2,49,10,49.5,"POLYGON((9.2 49,9.2 49.5,10 49.5,10 49,9.2 49))"
08127,9.4,48.8,10.4,49.5,"POLYGON((9.4 48.8,9.4 49.5,10.4 49.5,10.4 48.8,9.4 48.8))"
08128,9.2,49.3,10.3,49.9,"POLYGON((9.2 49.3,9.2 49.9,10.3 49.9,10.3 49.3,9.2 49.3))"
08135,9.8,48.4,10.6,48.9,"POLYGON((9.8 48.4,9.8 48.9,10.6 48.9,10.6 48.4,9.8 48.4))"
08136,9.5,48.6,10.6,49.2,"POLYGON((9.5 48.6,9.5 49.2,10.6 49.2,10.6 48.6,9.5 48.6))"
08211,8,48.6,8.4,48.9,"POLYGON((8 48.6,8 48.9,8.4 48.9,8.4 48.6,8 48.6))"
08212,8.2,48.8,8.6,49.2,"POLYGON((8.2 48.8,8.2 49.2,8.6 49.2,8.6 48.8,8.2 48.8))"
08215,8.2,48.7,9,49.4,"POLYGON((8.2 48.7,8.2 49.4,9 49.4,9 48.7,8.2 48.7))"
08216,7.9,48.5,8.6,49.1,"POLYGON((7.9 48.5,7.9 49.1,8.6 49.1,8.6 48.5,7.9 48.5))"
08221,8.5,49.3,8.9,49.6,"POLYGON((8.5 49.3,8.5 49.6,8.9 49.6,8.9 49.3,8.5 49.3))"
08222,8.3,49.3,8.7,49.7,"POLYGON((8.3 49.3,8.3 49.7,8.7 49.7,8.7 49.3,8.3 49.3))"
08225,8.8,49.2,9.7,49.8,"POLYGON((8.8 49.2,8.8 49.8,9.7 49.8,9.7 49.2,8.8 49.2))"
08226,8.4,49.1,9.2,49.7,"POLYGON((8.4 49.1,8.4 49.7,9.2 49.7,9.2 49.1,8.4 49.1))"
08231,8.5,48.7,8.9,49,"POLYGON((8.5 48.7,8.5 49,8.9 49,8.9 48.7,8.5 48.7))"
08235,8.3,48.4,9,48.9,"POLYGON((8.3 48.4,8.3 48.9,9 48.9,9 48.4,8.3 48.4))"
08236,8.4,48.7,9,49.2,"POLYGON((8.4 48.7,8.4 49.2,9 49.2,9 48.7,8.4 48.7))"
08237,8.1,48.2,8.9,48.7,"POLYGON((8.1 48.2,8.1 48.7,8.9 48.7,8.9 48.2,8.1 48.2))"
08311,7.6,47.8,8,48.2,"POLYGON((7.6 47.8,7.6 48.2,8 48.2,8 47.8,7.6 47.8))"
08315,7.4,47.6,8.5,48.2,"POLYGON((7.4 47.6,7.4 48.2,8.5 48.2,8.5 47.6,7.4 47.6))"
08316,7.5,47.9,8.3,48.4,"POLYGON((7.5 47.9,7.5 48.4,8.3 48.4,8.3 47.9,7.5 47.9))"
08317,7.6,48.1,8.4,48.8,"POLYGON((7.6 48.1,7.6 48.8,8.4 48.8,8.4 48.1,7.6 48.1))"
08325,8.2,48,8.9,48.5,"POLYGON((8.2 48,8.2 48.5,8.9 48.5,8.9 48,8.2 48))"
08326,8,47.7,8.8,48.3,"POLYGON((8 47.7,8 48.3,8.8 48.3,8.8 47.7,8 47.7))"
08327,8.5,47.7,9.1,48.3,"POLYGON((8.5 47.7,8.5 48.3,9.1 48.3,9.1 47.7,8.5 47.7))"
08335,8.5,47.6,9.3,48,"POLYGON((8.5 47.6,8.5 48,9.3 48,9.3 47.6,8.5 47.6))"
08336,7.4,47.4,8.1,48,"POLYGON((7.4 47.4,7.4 48,8.1 48,8.1 47.4,7.4 47.4))"
08337,7.8,47.4,8.7,48,"POLYGON((7.8 47.4,7.8 48,8.7 48,8.7 47.4,7.8 47.4))"
08415,9,48.1,9.7,48.7,"POLYGON((9 48.1,9 48.7,9.7 48.7,9.7 48.1,9 48.1))"
08416,8.7,48.3,9.3,48.7,"POLYGON((8.7 48.3,8.7 48.7,9.3 48.7,9.3 48.3,8.7 48.3))"
08417,8.5,48,9.3,48.5,"POLYGON((8.5 48,8.5 48.5,9.3 48.5,9.3 48,8.5 48))"
08421,9.7,48.2,10.1,48.6,"POLYGON((9.7 48.2,9.7 48.6,10.1 48.6,10.1 48.2,9.7 48.2))"
08425,9.4,48,10.3,48.7,"POLYGON((9.4 48,9.4 48.7,10.3 48.7,10.3 48,9.4 48))"
08426,9.2,47.8,10.2,48.4,"POLYGON((9.2 47.8,9.2 48.4,10.2 48.4,10.2 47.8,9.2 47.8))"
08435,9,47.5,9.8,48,"POLYGON((9 47.5,9 48,9.8 48,9.8 47.5,9 47.5))"
08436,9.3,47.5,10.2,48.1,"POLYGON((9.3 47.5,9.3 48.1,10.2 48.1,10.2 47.5,9.3 47.5))"
08437,8.8,47.7,9.7,48.4,"POLYGON((8.8 47.7,8.8 48.4,9.7 48.4,9.7 47.7,8.8 47.7))"
09161,11.2,48.6,11.6,48.9,"POLYGON((11.2 48.6,11.2 48.9,11.6 48.9,11.6 48.6,11.2 48.6))"
09162,11.3,48,11.8,48.3,"POLYGON((11.3 48,11.3 48.3,11.8 48.3,11.8 48,11.3 48))"
09163,12,47.7,12.3,48,"POLYGON((12 47.7,12 48,12.3 48,12.3 47.7,12 47.7))"
09171,12.4,47.9,13,48.5,"POLYGON((12.4 47.9,12.4 48.5,13 48.5,13 47.9,12.4 47.9))"
09172,12.6,47.4,13.2,48.1,"POLYGON((12.6 47.4,12.6 48.1,13.2 48.1,13.2 47.4,12.6 47.4))"
09173,11.2,47.4,11.8,48.1,"POLYGON((11.2 47.4,11.2 48.1,11.8 48.1,11.8 47.4,11.2 47.4))"
09174,11,48.1,11.7,48.6,"POLYGON((11 48.1,11 48.6,11.7 48.6,11.7 48.1,11 48.1))"
09175,11.6,47.8,12.2,48.3,"POLYGON((11.6 47.8,11.6 48.3,12.2 48.3,12.2 47.8,11.6 47.8))"
09176,10.8,48.6,11.8,49.2,"POLYGON((10.8 48.6,10.8 49.2,11.8 49.2,11.8 48.6,10.8 48.6))"
09177,11.6,48,12.4,48.6,"POLYGON((11.6 48,11.6 48.6,12.4 48.6,12.4 48,11.6 48))"
09178,11.4,48.2,12.1,48.7,"POLYGON((11.4 48.2,11.4 48.7,12.1 48.7,12.1 48.2,11.4 48.2))"
09179,10.9,48,11.5,48.4,"POLYGON((10.9 48,10.9 48.4,11.5 48.4,11.5 48,10.9 48))"
09180,10.8,47.3,11.5,47.8,"POLYGON((10.8 47.3,10.8 47.8,11.5 47.8,11.5 47.3,10.8 47.3))"
09181,10.6,47.7,11.3,48.3,"POLYGON((10.6 47.7,10.6 48.3,11.3 48.3,11.3 47.7,10.6 47.7))"
09182,11.5,47.5,12.2,48,"POLYGON((11.5 47.5,11.5 48,12.2 48,12.2 47.5,11.5 47.5))"
09183,11.9,48,12.7,48.5,"POLYGON((11.9 48,11.9 48.5,12.7 48.5,12.7 48,11.9 48))"
09184,11.3,47.8,12,48.4,"POLYGON((11.3 47.8,11.3 48.4,12 48.4,12 47.8,11.3 47.8))"
09185,10.8,48.4,11.6,48.9,"POLYGON((10.8 48.4,10.8 48.9,11.6 48.9,11.6 48.4,10.8 48.4))"
09186,11.2,48.3,11.8,48.9,"POLYGON((11.2 48.3,11.2 48.9,11.8 48.9,11.8 48.3,11.2 48.3))"
09187,11.7,47.5,12.5,48.2,"POLYGON((11.7 47.5,11.7 48.2,12.5 48.2,12.5 47.5,11.7 47.5))"
09188,11,47.7,11.5,48.2,"POLYGON((11 47.7,11 48.2,11.5 48.2,11.5 47.7,11 47.7))"
09189,12.2,47.5,13,48.3,"POLYGON((12.2 47.5,12.2 48.3,13 48.3,13 47.5,12.2 47.5))"
09190,10.6,47.5,11.5,48.1,"POLYGON((10.6 47.5,10.6 48.1,11.5 48.1,11.5 47.5,10.6 47.5))"
09261,11.9,48.4,12.4,48.7,"POLYGON((11.9 48.4,11.9 48.7,12.4 48.7,12.4 48.4,11.9 48.4))"
09262,13.2,48.4,13.6,48.7,"POLYGON((13.2 48.4,13.2 48.7,13.6 48.7,13.6 48.4,13.2 48.4))"
09263,12.4,48.7,12.8,49,"POLYGON((12.4 48.7,12.4 49,12.8 49,12.8 48.7,12.4 48.7))"
09271,12.6,48.5,13.4,49.1,"POLYGON((12.6 48.5,12.6 49.1,13.4 49.1,13.4 48.5,12.6 48.5))"
09272,13.1,48.6,13.9,49.1,"POLYGON((13.1 48.6,13.1 49.1,13.9 49.1,13.9 48.6,13.1 48.6))"
09273,11.5,48.5,12.2,49.1,"POLYGON((11.5 48.5,11.5 49.1,12.2 49.1,12.2 48.5,11.5 48.5))"
09274,11.8,48.2,12.6,48.9,"POLYGON((11.8 48.2,11.8 48.9,12.6 48.9,12.6 48.2,11.8 48.2))"
09275,12.9,48.2,13.9,48.9,"POLYGON((12.9 48.2,12.9 48.9,13.9 48.9,13.9 48.2,12.9 48.2))"
09276,12.7,48.8,13.5,49.3,"POLYGON((12.7 48.8,12.7 49.3,13.5 49.3,13.5 48.8,12.7 48.8))"
09277,12.4,48.1,13.3,48.7,"POLYGON((12.4 48.1,12.4 48.7,13.3 48.7,13.3 48.1,12.4 48.1))"
09278,12,48.6,13,49.2,"POLYGON((12 48.6,12 49.2,13 49.2,13 48.6,12 48.6))"
09279,12.2,48.4,13.1,48.9,"POLYGON((12.2 48.4,12.2 48.9,13.1 48.9,13.1 48.4,12.2 48.4))"
09361,11.7,49.3,12,49.6,"POLYGON((11.7 49.3,11.7 49.6,12 49.6,12 49.3,11.7 49.3))"
09362,11.9,48.9,12.3,49.2,"POLYGON((11.9 48.9,11.9 49.2,12.3 49.2,12.3 48.9,11.9 48.9))"
09363,12,49.5,12.4,49.8,"POLYGON((12 49.5,12 49.8,12.4 49.8,12.4 49.5,12 49.5))"
09371,11.4,49.1,12.2,49.9,"POLYGON((11.4 49.1,11.4 49.9,12.2 49.9,12.2 49.1,11.4 49.1))"
09372,12.2,48.9,13.3,49.6,"POLYGON((12.2 48.9,12.2 49.6,13.3 49.6,13.3 48.9,12.2 48.9))"
